ratings,no_of_ratings,discount_price_usd,actual_price_usd,discount_rate,agg_rating,sub_category
0.7749999999999999,0.013277960870973273,0.00028080898588754837,0.0003542615152235265,0.3665948042516472,0.012966443155961082,0
0.8500000000000001,0.05043212110821125,0.008775480815386092,0.012513269131532598,0.4543882104685524,0.052838535563904665,1
0.7,0.001447812089230945,0.0001408045057441838,0.000606320150833894,0.8021577207807362,0.0013141522342251083,0
0.675,0.00020320169673416772,0.0001192038145220647,0.0009191989049870616,0.8896363435629878,0.00018309230966942087,0
0.65,0.00022860190882593868,3.200102403276905e-06,1.0032184501905173e-05,0.3092566196650084,0.00019987451146405815,2
0.8,0.030118301487817422,0.00020320650260808343,0.0001981356439126272,0.18814625626134773,0.030122993884323757,0
0.8500000000000001,0.003067075610081344,0.0003176101635252328,0.000853989705724678,0.7010338968943296,0.003218251778384222,0
0.8500000000000001,0.007791515059150744,0.0005592178949726391,0.00047966382149734125,0.08733859164701192,0.008167640588737783,0
0.825,0.003124226087287829,9.2002944094211e-05,8.903563745440844e-05,0.17317583378013432,0.003203586250689809,0
0.725,0.010014033617180703,0.00027120867867771764,0.0009191989049870616,0.7615800518343423,0.009303085052501077,0
1.0,0.0,0.021958302665685298,0.021924712217382392,0.2171381749413053,6.0476402863557675e-06,1
0.825,0.1370976447653338,0.03757640244487823,0.04386948880376859,0.3319414929227727,0.14036618461933886,1
0.725,0.00015875132557356854,4.800153604915357e-05,8.903563745440844e-05,0.4906976675115074,0.00015179577118752975,2
0.8500000000000001,0.03600480064008534,0.00010240327690486095,7.963046448387233e-05,0.012610815586428473,0.037724272960244325,0
0.7749999999999999,0.00036195302230773626,0.02157589042849371,0.03571269579218832,0.5316509892527223,0.00035802030495226143,1
0.725,0.034874491202001534,0.0005760184325898428,0.0004809178445600793,0.06312565277096509,0.03238768398055684,0
0.7,5.080042418354193e-05,0.00011120355851387245,0.0001981356439126272,0.5210520600562883,5.0195414376752864e-05,0
0.825,0.0226125388146991,0.00013680437774008766,0.00016678506734417356,0.3311161560618389,0.023155809892427597,0
0.825,0.010522037859016124,0.02436877980095363,0.0313236150726048,0.3940766552394699,0.010777499754314614,1
0.7749999999999999,0.02156478006591355,9.360299529584946e-05,0.00013292644465024358,0.40410080376658747,0.021055917993997714,0
0.8500000000000001,0.004832390350459427,0.00020400652820890268,0.0001893574824734602,0.15077266505010517,0.005067620177951816,0
0.675,0.00031115259812419436,0.0002728087298793561,0.000605693139302525,0.6350835627845689,0.0002781914531723653,0
0.75,0.002406670095695299,0.00045521456686613965,0.000606320150833894,0.4051111005102781,0.002296591398743603,0
0.675,0.004953041357895338,0.00019120611859579505,0.0008564977518501543,0.816018789900393,0.004367454623798977,0
0.8500000000000001,0.009493329269299399,0.0006128196102275273,0.0006031850931770487,0.2020414550284409,0.009950484945155463,2
0.925,0.00040640339346833545,0.0005376172037505199,0.0014458885913370832,0.7070602462739325,0.0004603766167988328,0
0.75,0.007029508696397615,0.00048721559089890873,0.0004802908330287103,0.20229434532723706,0.006699273527210601,0
0.7749999999999999,0.0038417820788803586,0.0009752312073986367,0.0007787483219603892,0.0205842359655564,0.003754979853798296,0
0.725,5.080042418354193e-05,0.03997647924733591,0.04443442619353213,0.2978130264578543,5.155613344118292e-05,1
0.675,7.62006362753129e-05,0.004960158725079202,0.005621785390255112,0.31085127878497587,7.121096437183917e-05,2
0.75,0.010598238495291436,0.0002960094723031137,0.001546210436356135,0.8485666861249673,0.010098047368142543,0
0.7749999999999999,0.002940074549622489,0.0010392332554641749,0.0011317558141211775,0.2797650456475211,0.002874745810119214,2
0.875,0.000565154719041904,0.006375404012928413,0.010637877641207698,0.5348765526234077,0.0006108116689219324,1
0.825,0.010877640828300917,0.00041441326122435907,0.00038373105719787296,0.15191820572905576,0.011141567699553231,0
0.7,0.0020002667022269633,0.00047921533489071646,0.0006495839464983601,0.4158198679590711,0.0018139897038924125,0
0.7749999999999999,0.06262422291226132,0.0001464046849499184,0.00018559541328524575,0.35619615573748276,0.06113756113786351,0
0.7,0.0016319636268962844,0.0004512144388620435,0.0004175896798918029,0.1517434197202327,0.0014807647241142096,0
0.875,0.07130474539462403,0.00037521200678421705,0.000605693139302525,0.5056361321615319,0.0764028635576756,0
0.8,0.03930682821201557,0.00013600435213926844,0.00013606150230708895,0.20204145502844087,0.039311476153398396,0
1.0,0.0,0.0009160293129380139,0.002925635805368096,0.7576509134335465,6.0476402863557675e-06,0
0.7749999999999999,0.0027559230119571496,0.018375788025216805,0.021918442102068697,0.34620869256053083,0.0026949797026072884,1
0.825,0.0001397011665047403,0.0002408077058465871,0.00022948622048108092,0.1721630049644042,0.0001480159960085574,0
0.7749999999999999,5.080042418354193e-05,0.0006952222471119074,0.002486727733409745,0.783157876593188,5.427757157004301e-05,0
0.65,0.010318836162281955,0.0003704118531793017,0.000605693139302525,0.5117039804719868,0.008848604884981442,0
0.55,0.00029210243905536615,0.00029520944670229446,0.000605693139302525,0.6067669373357795,0.00022587936469538794,0
0.725,0.00014605121952768305,0.0002552081666613331,0.000605693139302525,0.6573323399229033,0.00014000287262913602,0
0.8,0.0009144076353037548,0.0005512176389644468,0.0005091333634716877,0.1506299047577882,0.0009192413235260766,2
0.6,2.540021209177097e-05,0.0005352171269480622,0.0011700035175346909,0.6384002697599517,2.419056114542307e-05,0
0.725,0.0009588580064643539,0.00015120483855483375,0.0007624460221447933,0.8331331439215631,0.0008947483803663357,0
0.8500000000000001,0.02524781081922034,0.00013520432653844924,0.00012665632933655285,0.15475096915355555,0.02645510005064899,0
0.7,0.0019177160129287079,0.00043121379884156284,0.0003548885267548956,0.05058127542338619,0.0017393013463559185,0
0.7,0.01852310466792398,0.0008952286473167141,0.0018597162020406717,0.62320617292179,0.016763151727735234,0
0.8999999999999999,0.003524279427733221,0.0020608659477103267,0.003866780113953076,0.5856283154555353,0.0038653492890242886,2
0.7,0.0005778548250877895,0.00636820378252104,0.01371086115644753,0.6416820014838145,0.0005270518509559051,1
0.7,0.00016510137859651128,0.000852827290473295,0.0007881534949309253,0.15191820572905576,0.0001536100632734365,2
0.8,0.0018796156947910514,0.0002552081666613331,0.0007310954455763397,0.7162058194989038,0.0018844447132284573,0
0.7749999999999999,0.014973425028098985,4.4001408045057434e-05,4.200977260172791e-05,0.15152661784390423,0.014621531111329498,0
0.8,0.08330634560798582,0.007575442414157252,0.008129831515731406,0.27200600066044317,0.08331078067476547,1
0.8,0.09717486141009277,0.00016960542737367595,0.0001674120788755426,0.19530614340383592,0.09717922937943652,0
0.725,0.0022860190882593866,0.00014240455694582228,0.0003548885267548956,0.6594579439915906,0.002127106279718482,0
0.8,0.0008890074232119838,0.0006552209670709462,0.0007317224571077086,0.29549390381983365,0.0008938412343233825,0
0.725,0.025311311349449767,0.008375468014976479,0.016908619966429804,0.6174230902769899,0.023507631366086343,1
0.675,0.00024130201487182416,0.0032577042465358886,0.008543659126434995,0.7068717746007368,0.0002166567132586954,0
0.75,0.013436712196546841,8.640276488847643e-05,8.903563745440844e-05,0.2135877035277636,0.01280134257614357,0
0.8,0.0029845249207830883,0.00021520688662037183,0.0003548885267548956,0.5059737976212123,0.002989348593545656,0
0.725,0.004889540827665911,0.0007952254472143107,0.0009191989049870616,0.32012283561190735,0.0045446504841892,0
0.8,0.034937991732230965,0.00041681333802681675,0.0005116414095971639,0.3545974533101275,0.034942660810534994,0
